IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.222.164.209,8080,false,SIN,Asia Pacific,Singapore,220 ms,4504 kB/s
8.222.162.45,8080,false,SIN,Asia Pacific,Singapore,235 ms,4489 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,226 ms,4486 kB/s
8.219.210.64,8080,false,SIN,Asia Pacific,Singapore,257 ms,4482 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,235 ms,4479 kB/s
8.222.191.138,2086,false,SIN,Asia Pacific,Singapore,247 ms,4472 kB/s
8.218.53.110,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,4466 kB/s
8.218.222.36,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,4465 kB/s
8.210.146.108,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,4456 kB/s
8.219.210.64,2086,false,SIN,Asia Pacific,Singapore,246 ms,4456 kB/s
8.222.165.117,2086,false,SIN,Asia Pacific,Singapore,225 ms,4454 kB/s
8.219.142.191,2086,false,SIN,Asia Pacific,Singapore,229 ms,4453 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,245 ms,4452 kB/s
8.222.162.45,2052,false,SIN,Asia Pacific,Singapore,227 ms,4443 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,223 ms,4439 kB/s
8.210.175.109,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,4429 kB/s
8.222.167.147,8880,false,SIN,Asia Pacific,Singapore,229 ms,4417 kB/s
8.219.132.64,2086,false,SIN,Asia Pacific,Singapore,236 ms,4401 kB/s
47.245.126.151,8880,false,SIN,Asia Pacific,Singapore,239 ms,4398 kB/s
8.219.153.237,2086,false,NRT,Asia Pacific,Tokyo,297 ms,4396 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,233 ms,4395 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,237 ms,4391 kB/s
8.222.144.50,2082,false,SIN,Asia Pacific,Singapore,231 ms,4383 kB/s
8.222.183.242,2095,false,SIN,Asia Pacific,Singapore,228 ms,4382 kB/s
8.222.208.38,2082,false,SIN,Asia Pacific,Singapore,217 ms,4381 kB/s
8.222.183.242,80,false,SIN,Asia Pacific,Singapore,225 ms,4379 kB/s
8.210.100.23,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,4367 kB/s
8.219.153.237,2082,false,NRT,Asia Pacific,Tokyo,315 ms,4359 kB/s
8.218.53.110,80,false,HKG,Asia Pacific,Hong Kong,67 ms,4351 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,229 ms,4350 kB/s
8.219.201.245,8880,false,SIN,Asia Pacific,Singapore,225 ms,4350 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,247 ms,4344 kB/s
8.222.179.231,2086,false,SIN,Asia Pacific,Singapore,226 ms,4343 kB/s
8.219.201.245,2052,false,SIN,Asia Pacific,Singapore,231 ms,4343 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,227 ms,4338 kB/s
8.222.156.242,2086,false,SIN,Asia Pacific,Singapore,235 ms,4332 kB/s
8.222.165.117,2095,false,SIN,Asia Pacific,Singapore,242 ms,4327 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,230 ms,4319 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,272 ms,4318 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,235 ms,4303 kB/s
8.222.144.50,2086,false,SIN,Asia Pacific,Singapore,241 ms,4295 kB/s
8.219.201.245,80,false,SIN,Asia Pacific,Singapore,231 ms,4283 kB/s
8.217.85.14,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4278 kB/s
8.219.51.211,2052,false,SIN,Asia Pacific,Singapore,231 ms,4275 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,268 ms,4272 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,257 ms,4266 kB/s
8.218.174.118,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4265 kB/s
8.219.97.50,2052,false,SIN,Asia Pacific,Singapore,267 ms,4260 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,238 ms,4258 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,222 ms,4256 kB/s
8.219.163.195,8080,false,SIN,Asia Pacific,Singapore,223 ms,4255 kB/s
47.245.114.163,80,false,SIN,Asia Pacific,Singapore,242 ms,4254 kB/s
8.219.6.150,2082,false,SIN,Asia Pacific,Singapore,231 ms,4251 kB/s
8.219.4.122,2086,false,SIN,Asia Pacific,Singapore,238 ms,4244 kB/s
8.222.156.242,8080,false,SIN,Asia Pacific,Singapore,246 ms,4243 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,230 ms,4239 kB/s
8.218.211.17,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,4225 kB/s
8.219.87.30,8880,false,SIN,Asia Pacific,Singapore,227 ms,4212 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,251 ms,4210 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,221 ms,4209 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,225 ms,4192 kB/s
8.217.250.222,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,4188 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,242 ms,4185 kB/s
47.88.85.197,2095,false,SJC,North America,San Jose,174 ms,4169 kB/s
47.245.102.52,2095,false,SIN,Asia Pacific,Singapore,234 ms,4167 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,232 ms,4164 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,261 ms,4160 kB/s
8.222.183.242,8080,false,SIN,Asia Pacific,Singapore,222 ms,4154 kB/s
8.219.235.164,8080,false,SIN,Asia Pacific,Singapore,233 ms,4153 kB/s
8.219.83.71,8080,false,SIN,Asia Pacific,Singapore,241 ms,4152 kB/s
8.222.160.176,8880,false,SIN,Asia Pacific,Singapore,228 ms,4138 kB/s
8.210.192.93,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,4137 kB/s
8.218.211.17,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4135 kB/s
8.222.162.45,2082,false,SIN,Asia Pacific,Singapore,222 ms,4132 kB/s
8.222.187.4,2052,false,SIN,Asia Pacific,Singapore,246 ms,4131 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,242 ms,4128 kB/s
8.217.250.222,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,4122 kB/s
8.222.144.50,8880,false,SIN,Asia Pacific,Singapore,239 ms,4114 kB/s
8.219.78.188,2052,false,SIN,Asia Pacific,Singapore,230 ms,4106 kB/s
8.222.162.45,80,false,SIN,Asia Pacific,Singapore,223 ms,4102 kB/s
47.242.157.96,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4097 kB/s
8.217.207.60,80,false,HKG,Asia Pacific,Hong Kong,61 ms,4097 kB/s
8.219.77.222,80,false,SIN,Asia Pacific,Singapore,223 ms,4091 kB/s
8.219.210.57,2082,false,SIN,Asia Pacific,Singapore,233 ms,4066 kB/s
47.236.172.95,2095,false,SIN,Asia Pacific,Singapore,262 ms,4064 kB/s
8.217.91.121,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,4048 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,224 ms,4041 kB/s
8.219.191.40,8080,false,SIN,Asia Pacific,Singapore,226 ms,4034 kB/s
47.245.126.151,80,false,SIN,Asia Pacific,Singapore,239 ms,4033 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,325 ms,4027 kB/s
8.217.207.60,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,4027 kB/s
8.219.6.150,2052,false,SIN,Asia Pacific,Singapore,221 ms,4024 kB/s
8.222.187.4,2095,false,SIN,Asia Pacific,Singapore,239 ms,4022 kB/s
8.222.183.242,2086,false,SIN,Asia Pacific,Singapore,240 ms,3986 kB/s
8.219.210.64,80,false,SIN,Asia Pacific,Singapore,239 ms,3977 kB/s
47.237.95.156,2052,false,SIN,Asia Pacific,Singapore,220 ms,3969 kB/s
8.222.208.38,2052,false,SIN,Asia Pacific,Singapore,227 ms,3949 kB/s
8.219.83.71,2052,false,SIN,Asia Pacific,Singapore,242 ms,3945 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,246 ms,3941 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,234 ms,3941 kB/s
47.242.79.71,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,3940 kB/s
8.219.87.30,80,false,SIN,Asia Pacific,Singapore,229 ms,3939 kB/s
8.219.248.47,2052,false,SIN,Asia Pacific,Singapore,244 ms,3926 kB/s
8.222.167.147,2086,false,SIN,Asia Pacific,Singapore,227 ms,3924 kB/s
8.219.132.64,2095,false,SIN,Asia Pacific,Singapore,235 ms,3922 kB/s
8.219.77.222,2052,false,SIN,Asia Pacific,Singapore,263 ms,3916 kB/s
47.236.130.95,2052,false,SIN,Asia Pacific,Singapore,255 ms,3914 kB/s
8.219.153.237,8080,false,NRT,Asia Pacific,Tokyo,307 ms,3893 kB/s
8.219.120.87,2095,false,SIN,Asia Pacific,Singapore,228 ms,3890 kB/s
8.219.78.188,80,false,SIN,Asia Pacific,Singapore,231 ms,3886 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,255 ms,3882 kB/s
8.219.191.40,8880,false,SIN,Asia Pacific,Singapore,230 ms,3882 kB/s
47.237.95.156,2082,false,SIN,Asia Pacific,Singapore,235 ms,3868 kB/s
8.219.83.201,2082,false,SIN,Asia Pacific,Singapore,230 ms,3868 kB/s
8.219.97.50,2095,false,SIN,Asia Pacific,Singapore,252 ms,3867 kB/s
8.219.51.211,2095,false,SIN,Asia Pacific,Singapore,227 ms,3865 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,231 ms,3856 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,226 ms,3854 kB/s
8.219.6.150,2086,false,SIN,Asia Pacific,Singapore,216 ms,3848 kB/s
8.222.162.45,2086,false,SIN,Asia Pacific,Singapore,227 ms,3848 kB/s
8.219.67.133,80,false,SIN,Asia Pacific,Singapore,231 ms,3836 kB/s
8.219.83.71,2082,false,SIN,Asia Pacific,Singapore,244 ms,3826 kB/s
8.222.144.50,8080,false,SIN,Asia Pacific,Singapore,234 ms,3824 kB/s
8.219.66.156,8080,false,NRT,Asia Pacific,Tokyo,314 ms,3821 kB/s
8.222.187.4,2082,false,SIN,Asia Pacific,Singapore,249 ms,3820 kB/s
8.222.183.242,2082,false,SIN,Asia Pacific,Singapore,236 ms,3814 kB/s
47.236.130.95,8080,false,SIN,Asia Pacific,Singapore,242 ms,3799 kB/s
8.219.107.135,8080,false,SIN,Asia Pacific,Singapore,249 ms,3790 kB/s
8.222.165.117,2052,false,SIN,Asia Pacific,Singapore,243 ms,3789 kB/s
47.237.10.1,2082,false,SIN,Asia Pacific,Singapore,227 ms,3772 kB/s
8.219.248.47,8080,false,SIN,Asia Pacific,Singapore,245 ms,3755 kB/s
8.219.83.201,8080,false,SIN,Asia Pacific,Singapore,250 ms,3755 kB/s
8.219.87.30,2052,false,SIN,Asia Pacific,Singapore,235 ms,3748 kB/s
8.222.136.247,2095,false,SIN,Asia Pacific,Singapore,232 ms,3725 kB/s
8.219.83.201,2052,false,SIN,Asia Pacific,Singapore,230 ms,3723 kB/s
8.222.165.117,8880,false,SIN,Asia Pacific,Singapore,223 ms,3723 kB/s
47.237.95.156,80,false,SIN,Asia Pacific,Singapore,217 ms,3719 kB/s
8.210.66.190,8880,false,HKG,Asia Pacific,Hong Kong,75 ms,3718 kB/s
47.76.146.1,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,3711 kB/s
8.217.91.121,80,false,HKG,Asia Pacific,Hong Kong,62 ms,3711 kB/s
8.219.78.188,2086,false,SIN,Asia Pacific,Singapore,250 ms,3690 kB/s
8.217.250.222,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,3687 kB/s
8.210.245.224,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,3676 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,242 ms,3666 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,229 ms,3658 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,228 ms,3643 kB/s
47.245.114.163,2082,false,SIN,Asia Pacific,Singapore,245 ms,3641 kB/s
8.217.248.220,80,false,HKG,Asia Pacific,Hong Kong,63 ms,3634 kB/s
8.219.97.50,2086,false,SIN,Asia Pacific,Singapore,259 ms,3632 kB/s
47.242.79.71,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,3628 kB/s
8.219.201.245,2086,false,SIN,Asia Pacific,Singapore,254 ms,3625 kB/s
8.219.4.122,8080,false,SIN,Asia Pacific,Singapore,245 ms,3624 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,268 ms,3616 kB/s
8.222.167.147,80,false,SIN,Asia Pacific,Singapore,246 ms,3612 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,328 ms,3612 kB/s
8.217.85.14,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,3600 kB/s
8.219.83.71,2086,false,SIN,Asia Pacific,Singapore,232 ms,3600 kB/s
8.222.136.247,80,false,SIN,Asia Pacific,Singapore,233 ms,3599 kB/s
8.219.87.30,2095,false,SIN,Asia Pacific,Singapore,228 ms,3591 kB/s
8.218.48.92,80,false,HKG,Asia Pacific,Hong Kong,69 ms,3582 kB/s
47.242.232.14,8880,false,HKG,Asia Pacific,Hong Kong,71 ms,3581 kB/s
8.219.78.188,2082,false,SIN,Asia Pacific,Singapore,231 ms,3571 kB/s
8.218.18.132,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3566 kB/s
8.217.85.14,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3559 kB/s
47.236.118.216,80,false,SIN,Asia Pacific,Singapore,235 ms,3555 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,242 ms,3552 kB/s
8.219.4.122,2082,false,SIN,Asia Pacific,Singapore,263 ms,3551 kB/s
8.219.6.150,80,false,SIN,Asia Pacific,Singapore,232 ms,3534 kB/s
47.242.232.14,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,3532 kB/s
8.222.208.38,2095,false,SIN,Asia Pacific,Singapore,231 ms,3523 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,231 ms,3519 kB/s
47.245.102.52,8080,false,SIN,Asia Pacific,Singapore,241 ms,3510 kB/s
8.219.4.122,80,false,SIN,Asia Pacific,Singapore,246 ms,3503 kB/s
8.219.189.143,2082,false,SIN,Asia Pacific,Singapore,224 ms,3472 kB/s
8.219.83.201,8880,false,SIN,Asia Pacific,Singapore,233 ms,3465 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,251 ms,3463 kB/s
8.222.164.209,2052,false,SIN,Asia Pacific,Singapore,219 ms,3450 kB/s
8.222.167.147,2082,false,SIN,Asia Pacific,Singapore,250 ms,3449 kB/s
8.219.248.47,2095,false,SIN,Asia Pacific,Singapore,235 ms,3417 kB/s
8.219.98.13,8080,false,SIN,Asia Pacific,Singapore,230 ms,3414 kB/s
8.218.48.92,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,3404 kB/s
8.219.83.71,80,false,SIN,Asia Pacific,Singapore,234 ms,3403 kB/s
8.219.78.188,8080,false,SIN,Asia Pacific,Singapore,229 ms,3331 kB/s
8.219.83.71,8880,false,SIN,Asia Pacific,Singapore,250 ms,3306 kB/s
8.210.156.6,80,false,HKG,Asia Pacific,Hong Kong,57 ms,3300 kB/s
8.219.210.64,2052,false,SIN,Asia Pacific,Singapore,263 ms,3295 kB/s
8.218.174.118,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,3285 kB/s
8.219.83.201,2086,false,SIN,Asia Pacific,Singapore,227 ms,3282 kB/s
47.245.102.52,2052,false,SIN,Asia Pacific,Singapore,255 ms,3238 kB/s
8.219.153.237,2095,false,NRT,Asia Pacific,Tokyo,288 ms,3205 kB/s
8.222.208.38,8880,false,SIN,Asia Pacific,Singapore,230 ms,3201 kB/s
8.219.153.237,2052,false,NRT,Asia Pacific,Tokyo,309 ms,3190 kB/s
8.222.160.176,8080,false,SIN,Asia Pacific,Singapore,217 ms,3187 kB/s
8.222.167.147,2095,false,SIN,Asia Pacific,Singapore,233 ms,3172 kB/s
8.219.235.164,80,false,SIN,Asia Pacific,Singapore,236 ms,3171 kB/s
8.218.174.118,80,false,HKG,Asia Pacific,Hong Kong,63 ms,3166 kB/s
8.219.66.156,80,false,NRT,Asia Pacific,Tokyo,304 ms,3164 kB/s
8.219.66.156,2095,false,NRT,Asia Pacific,Tokyo,288 ms,3161 kB/s
8.222.208.38,8080,false,SIN,Asia Pacific,Singapore,222 ms,3160 kB/s
8.219.66.156,2086,false,NRT,Asia Pacific,Tokyo,302 ms,3155 kB/s
47.237.95.146,8880,false,SIN,Asia Pacific,Singapore,248 ms,3151 kB/s
8.217.207.60,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,3148 kB/s
47.76.77.103,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3116 kB/s
8.219.153.237,8880,false,NRT,Asia Pacific,Tokyo,299 ms,3106 kB/s
47.242.79.71,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,3096 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,311 ms,3069 kB/s
8.222.208.38,80,false,SIN,Asia Pacific,Singapore,226 ms,3055 kB/s
8.219.51.211,80,false,SIN,Asia Pacific,Singapore,229 ms,3053 kB/s
8.210.65.1,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,3045 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,235 ms,3039 kB/s
8.218.48.92,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,2992 kB/s
8.219.78.188,8880,false,SIN,Asia Pacific,Singapore,236 ms,2989 kB/s
8.222.164.209,2095,false,SIN,Asia Pacific,Singapore,230 ms,2983 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,226 ms,2970 kB/s
8.222.136.247,2086,false,SIN,Asia Pacific,Singapore,248 ms,2969 kB/s
8.218.18.132,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,2967 kB/s
8.219.87.30,2086,false,SIN,Asia Pacific,Singapore,237 ms,2958 kB/s
8.210.65.1,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,2957 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,238 ms,2925 kB/s
47.243.139.243,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,2897 kB/s
47.243.169.63,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,2885 kB/s
8.217.248.220,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,2866 kB/s
8.219.153.237,80,false,NRT,Asia Pacific,Tokyo,302 ms,2865 kB/s
47.243.169.63,8080,false,HKG,Asia Pacific,Hong Kong,54 ms,2863 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,298 ms,2833 kB/s
8.219.4.122,8880,false,SIN,Asia Pacific,Singapore,261 ms,2801 kB/s
8.218.211.17,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,2777 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,222 ms,2742 kB/s
8.219.51.211,8880,false,SIN,Asia Pacific,Singapore,220 ms,2732 kB/s
8.218.53.110,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,2730 kB/s
8.219.87.30,2082,false,SIN,Asia Pacific,Singapore,236 ms,2729 kB/s
8.219.66.156,2082,false,NRT,Asia Pacific,Tokyo,293 ms,2727 kB/s
8.219.66.156,2052,false,NRT,Asia Pacific,Tokyo,290 ms,2620 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,246 ms,2567 kB/s
47.236.130.95,80,false,SIN,Asia Pacific,Singapore,283 ms,2564 kB/s
47.243.139.243,80,false,HKG,Asia Pacific,Hong Kong,61 ms,2550 kB/s
47.242.155.183,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,2530 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,236 ms,2497 kB/s
8.219.77.222,8880,false,SIN,Asia Pacific,Singapore,243 ms,2486 kB/s
8.219.77.222,8080,false,SIN,Asia Pacific,Singapore,232 ms,2447 kB/s
8.212.41.98,80,false,SIN,Asia Pacific,Singapore,70 ms,2406 kB/s
8.217.193.25,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,2360 kB/s
47.237.95.140,8880,false,SIN,Asia Pacific,Singapore,224 ms,2330 kB/s
47.236.170.225,8080,false,SIN,Asia Pacific,Singapore,237 ms,2323 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,270 ms,2315 kB/s
47.242.79.71,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,2312 kB/s
8.210.65.1,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,2294 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,76 ms,2281 kB/s
47.242.232.14,80,false,HKG,Asia Pacific,Hong Kong,69 ms,2267 kB/s
47.76.77.103,80,false,HKG,Asia Pacific,Hong Kong,62 ms,2240 kB/s
8.210.100.23,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,2182 kB/s
8.218.18.132,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,2161 kB/s
8.210.34.188,80,false,HKG,Asia Pacific,Hong Kong,71 ms,2143 kB/s
8.219.66.156,8880,false,NRT,Asia Pacific,Tokyo,310 ms,2121 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,239 ms,2053 kB/s
8.218.18.132,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,1994 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,227 ms,1994 kB/s
47.242.252.237,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,1925 kB/s
8.218.53.110,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,1866 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,222 ms,1847 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,233 ms,1846 kB/s
8.210.207.214,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,1831 kB/s
47.243.91.58,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,1768 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,231 ms,1750 kB/s
47.242.232.14,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,1727 kB/s
8.217.193.25,80,false,HKG,Asia Pacific,Hong Kong,59 ms,1710 kB/s
47.242.59.216,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,1672 kB/s
8.218.2.181,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,1621 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,239 ms,1618 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,222 ms,1592 kB/s
47.242.252.237,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,1592 kB/s
8.210.245.224,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,1562 kB/s
8.210.156.6,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,1544 kB/s
8.218.174.118,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1495 kB/s
8.217.164.10,80,false,HKG,Asia Pacific,Hong Kong,60 ms,1424 kB/s
8.217.250.222,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,1420 kB/s
8.217.207.60,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,1339 kB/s
8.210.192.93,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1333 kB/s
8.210.66.190,8080,false,HKG,Asia Pacific,Hong Kong,74 ms,1317 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,254 ms,1289 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,279 ms,1230 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,241 ms,1150 kB/s
8.210.245.224,80,false,HKG,Asia Pacific,Hong Kong,56 ms,1121 kB/s
8.219.106.156,2086,false,SIN,Asia Pacific,Singapore,216 ms,1093 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,241 ms,1044 kB/s
8.210.175.109,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1041 kB/s
8.218.211.17,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1028 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,246 ms,1013 kB/s
8.217.85.14,80,false,HKG,Asia Pacific,Hong Kong,63 ms,973 kB/s
47.243.91.58,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,971 kB/s
8.210.245.224,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,912 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,238 ms,902 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,223 ms,860 kB/s
47.237.86.185,8880,false,SIN,Asia Pacific,Singapore,226 ms,782 kB/s
8.218.204.128,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,751 kB/s
47.76.77.103,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,695 kB/s
47.242.252.237,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,621 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,561 kB/s
8.218.2.181,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,542 kB/s
47.243.169.63,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,527 kB/s
8.210.146.108,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,511 kB/s
8.210.3.24,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,487 kB/s
149.129.8.215,80,false,SJC,North America,San Jose,102 ms,467 kB/s
8.210.207.214,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,460 kB/s
47.76.94.15,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,449 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,241 ms,446 kB/s
8.219.122.55,2086,false,SIN,Asia Pacific,Singapore,222 ms,431 kB/s
8.218.204.128,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,352 kB/s
47.76.146.1,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,343 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,255 ms,337 kB/s
47.76.77.103,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,317 kB/s
8.219.106.156,2095,false,SIN,Asia Pacific,Singapore,229 ms,267 kB/s
8.218.222.36,8880,false,HKG,Asia Pacific,Hong Kong,80 ms,254 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,62 ms,217 kB/s
8.219.106.156,2082,false,SIN,Asia Pacific,Singapore,238 ms,212 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,205 kB/s
47.243.107.148,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,195 kB/s
8.218.2.181,80,false,HKG,Asia Pacific,Hong Kong,64 ms,193 kB/s
8.210.207.214,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,188 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,238 ms,177 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,150 kB/s
47.243.90.180,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,148 kB/s
